exon_num	whole_gene_len	5UTR_len	3UTR_len	CDS_len	last_CDS_len
RHBDL1	8	1463	125	216	1122	272
STUB1	7	1560	607	257	696	126
JMJD8	9	2038	57	1123	858	81
WDR24	13	2763	0	0	2763	169
FBXL16	7	3411	203	1768	1440	149
METRN	4	3325	175	2268	882	317
FAM173A	5	1052	300	44	708	249
CCDC78	14	1611	106	188	1317	20
HAGHL	8	1347	239	259	849	169
NARFL	11	2112	17	664	1431	239
MSLN	18	2109	111	129	1869	86
MSLNL	15	2109	0	0	2109	206
CHTF18	24	3555	0	0	3555	137
GNG13	3	984	102	678	204	106
PRR25	3	1209	0	0	1209	566
SOX8	3	3049	115	1593	1341	686
SSTR5	1	1362	88	179	1095	1183
C1QTNF8	8	897	44	82	771	428
TPSG1	6	1108	5	137	966	309
TPSB2	6	1165	23	314	828	165
TPSAB1	6	1175	33	314	828	165
TPSD1	6	896	33	155	708	45
BAIAP3	34	3930	159	312	3459	104
TSR3	6	1243	107	197	939	172
GNPTG	11	1983	43	1022	918	95
UNKL	15	5116	29	3035	2052	156
C16orf91	2	978	77	502	399	367
CLCN7	25	4720	606	1696	2418	87
PTX4	3	1516	26	53	1437	641
TELO2	21	3314	279	521	2514	107
TMEM204	4	1686	451	554	681	245
CRAMP1	21	7772	99	3863	3810	165
LA16c-431H6.6	23	5326	0	4959	367	65
HN1L	6	3185	36	2492	657	188
MAPK8IP3	32	5661	157	1493	4011	122
NME3	5	1069	196	363	510	118
MRPS34	3	1040	31	331	678	314
EME2	8	1234	21	73	1140	171
SPSB3	7	1784	331	385	1068	347
NUBP2	8	1049	401	12	636	146
IGFALS	2	2116	111	187	1818	1802
HAGH	10	1257	294	180	783	100
HS3ST6	2	1273	117	127	1029	616
MSRB1	5	1363	137	878	348	32
RPL3L	10	2182	95	863	1224	57
NDUFB10	4	705	117	69	519	110
RPS2	7	985	57	46	882	173
RNF151	4	853	59	521	273	124
TBL3	26	2472	398	517	1557	7
NOXO1	8	1539	288	135	1116	298
GFER	3	2345	6	1721	618	163
SYNGR3	4	2051	158	1203	690	210
ZNF598	12	3371	243	578	2550	354
NPW	2	1015	382	135	498	87
SLC9A3R2	7	2194	138	1042	1014	159
NTHL1	6	1067	19	109	939	124
TSC2	42	6156	630	102	5424	165
RAB26	10	944	371	0	573	103
TRAF7	21	3700	132	1555	2013	15
CASKIN1	20	5759	93	1370	4296	97
MLST8	9	1861	361	519	981	119
BRICD5	6	1913	1117	109	687	95
PGP	2	2727	30	1731	966	326
DNASE1L2	8	1260	133	290	837	57
ECI1	7	1541	48	584	909	167
RNPS1	9	1276	240	118	918	100
AC009065.1	3	537	0	0	537	66
ABCA3	33	6609	701	793	5115	132
CCNF	17	4283	88	1834	2361	476
C16orf59	10	1662	65	295	1302	147
NTN3	6	1986	203	40	1743	350
RP11-20I23.1	3	1944	117	696	1131	166
ATP6V0C	3	1175	234	473	468	205
RP11-20I23.3	4	596	139	0	457	183
AMDHD2	11	1459	94	135	1230	89
CEMP1	2	519	344	28	147	5
PDPK1	14	7241	149	5421	1671	117
KCTD5	6	2482	74	1703	705	30
PRSS27	6	1130	55	202	873	195
TCEB2	5	582	38	58	486	133
PRSS33	7	1676	142	691	843	159
PRSS21	6	1106	89	114	903	240
ZG16B	4	831	79	125	627	364
PRSS22	6	1386	66	366	954	237
FLYWCH1	10	5037	405	2481	2151	40
KREMEN2	9	2326	577	360	1389	211
PKMYT1	10	2308	386	215	1707	199
PAQR4	3	2793	430	1541	822	434
LA16c-380H5.3	35	2062	21	430	1611	26
CLDN9	1	2050	907	489	654	1561
CLDN6	3	1739	429	647	663	684
TNFRSF12A	4	648	145	260	243	56
HCFC1R1	5	845	241	187	417	136
THOC6	14	1300	248	98	954	81
BICDL2	10	1984	63	394	1527	168
MMP25	10	3554	237	1628	1689	272
IL32	8	789	201	192	396	75
ZSCAN10	6	2739	195	201	2343	1556
ZNF205	7	2062	205	192	1665	1070
ZNF213	7	3208	372	1456	1380	659
OR1F1	1	942	0	3	939	939
ZNF200	5	3082	330	1567	1185	722
MEFV	10	3499	40	1113	2346	554
TIGD7	2	3612	1829	133	1650	3045
ZNF75A	6	2347	473	983	891	680
OR2C1	1	1406	52	415	939	991
MTRNR2L4	1	1762	838	837	87	925
ZSCAN32	7	3173	308	771	2094	860
LA16c-306E5.2	5	2905	796	1773	336	1132
ZNF597	4	5513	236	4002	1275	1115
NAA60	8	2735	303	1703	729	157
C16orf90	3	907	3	355	549	149
NLRC3	20	6401	411	2792	3198	91
SLX4	15	7307	641	1161	5505	352
DNASE1	10	8552	184	7519	849	48
TFAP4	7	2215	329	869	1017	195
PAM16	6	674	168	68	438	87
CORO7-PAM16	31	3284	69	68	3147	87
CORO7	28	3540	146	616	2778	6
VASN	2	2806	155	629	2022	2031
NMRAL1	6	1376	376	100	900	180
HMOX2	8	1644	548	145	951	128
CDIP1	6	2774	250	1897	627	112
UBALD1	3	1462	77	1100	285	1
MGRN1	17	3968	171	2066	1731	113
NUDT16L1	3	1349	33	680	636	222
C16orf71	10	2722	478	681	1563	283
ZNF500	7	2440	298	816	1326	29
SEPT12	10	1469	264	128	1077	202
SMIM22	6	629	312	50	267	42
ROGDI	11	1735	379	492	864	42
GLYR1	16	3772	77	2033	1662	75
PPL	22	6238	90	877	5271	2664
NAGPA	10	2202	20	634	1548	208
ALG1	14	2671	1100	509	1062	132
C16orf89	9	1829	63	461	1305	254
EEF2KMT	8	2390	69	1328	993	101
TMEM114	4	945	0	273	672	233
METTL22	12	1312	217	48	1047	36
PMM2	8	907	204	43	660	102
TMEM186	2	1448	34	772	642	639
CARHSP1	5	2931	266	2221	444	163
RP11-77H9.1	4	1250	987	44	219	109
C16orf72	4	5953	397	4728	828	245
ATF7IP2	12	3641	270	1739	1632	64
EMP2	5	5197	210	4483	504	188
TEKT5	7	1612	72	82	1458	217
TVP23A	9	1298	107	549	642	60
DEXI	3	1393	126	979	288	414
SOCS1	2	1225	151	438	636	686
TNP2	2	626	70	139	417	17
PRM3	1	424	46	66	312	358
PRM2	2	680	110	261	309	38
PRM1	2	424	112	156	156	44
AC009121.1	1	78	0	0	78	78
LITAF	5	2292	70	1763	459	82
SNN	2	3312	212	2833	267	352
TXNDC11	13	3178	108	112	2958	643
RSL1D1	9	5483	73	3937	1473	327
GSPT1	15	7105	200	4991	1914	53
TNFRSF17	3	994	218	221	555	278
ERCC4	11	6758	9	3998	2751	734
BFAR	8	3039	277	1409	1353	193
NPIPA3	8	1155	0	45	1110	411
NPIPA2	8	1110	0	0	1110	411
NOMO1	32	3921	72	45	3804	139
NTAN1	10	1204	93	178	933	180
NPIPA5	8	1088	0	35	1053	411
MPV17L	4	1037	119	327	591	180
NDE1	10	3936	826	2102	1008	61
FOPNL	6	646	29	20	597	77
ABCC6	31	5747	30	1205	4512	109
AC138969.4	10	1552	411	31	1110	468
NPIPA8	10	1565	429	26	1110	468
RP11-1212A22.4	10	1522	307	516	699	57
RPS15A	5	2203	96	1714	393	94
RP11-1035H13.3	7	764	53	0	711	80
ARL6IP1	6	2409	212	1585	612	119
COQ7	7	714	24	36	654	78
ITPRIPL2	1	7247	79	5560	1608	1687
CLEC19A	5	561	0	0	561	80
TMC5	22	4917	749	1147	3021	47
GDE1	6	2958	181	1781	996	148
KNOP1	5	6432	79	4976	1377	312
GPRC5B	4	5213	192	3809	1212	45
UMOD	12	2408	124	262	2022	62
PDILT	12	2153	249	149	1755	249
ACSM5	14	2796	147	909	1740	84
ACSM2A	15	1988	141	113	1734	105
ACSM2B	15	2322	470	118	1734	105
ACSM1	14	1894	160	0	1734	87
THUMPD1	5	4122	345	2715	1062	407
ACSM3	14	2845	475	609	1761	87
DCUN1D3	3	6162	286	4961	915	484
LYRM1	6	769	400	0	369	117
TMEM159	6	1378	156	664	558	82
ZP2	20	2749	483	28	2238	143
ANKS4B	2	4352	73	3025	1254	1090
CRYM	10	1471	266	260	945	65
NPIPB3	6	1216	54	409	753	243
IGSF6	6	2785	62	1997	726	60
NPIPB4	9	3606	40	149	3417	800
UQCRC2	14	2615	764	489	1362	84
PDZD9	4	1260	63	402	795	394
SDR42E2	12	2630	0	1361	1269	255
POLR3E	21	3697	167	1403	2127	57
CDR2	5	2702	308	1029	1365	859
NPIPB5	9	3660	279	0	3381	1553
HS3ST2	2	2314	434	776	1104	619
COG7	17	2926	186	427	2313	167
GGA2	17	5973	83	4048	1842	111
EARS2	10	3840	7	2261	1572	84
UBFD1	7	5110	381	3799	930	111
PALB2	13	3963	996	291	2676	211
DCTN5	6	11011	151	10311	549	98
PLK1	10	2227	111	304	1812	204
ERN2	22	3616	169	522	2925	213
CHP2	7	2382	423	1368	591	54
CACNG3	4	3088	1202	938	948	512
RBBP6	18	6229	432	418	5379	1570
ARHGAP17	20	3461	70	745	2646	131
AQP8	6	1276	68	440	768	49
ZKSCAN2	7	7523	804	3815	2904	923
C16orf82	1	2459	100	1705	654	754
KDM8	8	2462	173	1038	1251	165
IL4R	11	3685	259	948	2478	1579
IL21R	10	3009	602	790	1617	750
NPIPB6	7	1329	53	52	1224	582
EIF3CL	21	3053	89	219	2745	83
RP11-435I10.4	23	2824	98	1409	1317	120
NPIPB7	7	1406	109	52	1245	603
CLN3	17	3867	2328	222	1317	120
APOBR	5	3765	33	465	3267	70
IL27	5	1044	23	289	732	270
NUPR1	3	5491	267	4975	249	137
SULT1A2	8	1090	117	85	888	113
SULT1A1	10	1871	759	224	888	113
NPIPB8	7	2058	707	52	1299	603
NPIPB9	8	2123	781	52	1290	603
TUFM	10	2071	139	564	1368	174
SH2B1	11	3095	439	385	2271	374
ATP2A1	23	3536	184	367	2985	5
RABEP2	13	2821	589	522	1710	102
CD19	15	1957	62	221	1674	92
SPNS1	13	1979	8	249	1722	95
LAT	13	1448	36	602	810	80
NPIPB11	8	3653	75	92	3486	2844
RP11-345J4.5	6	3103	0	2835	268	102
BOLA2	3	1012	513	40	459	100
SLX1B	6	1165	242	95	828	30
SULT1A4	8	1390	101	401	888	113
RP11-345J4.3	5	1693	119	254	1320	117
SPN	2	1935	136	596	1203	1237
AC009133.22	3	610	116	0	494	481
QPRT	4	2343	161	1288	894	213
C16orf54	2	2585	96	1814	675	675
ZG16	4	3132	74	2554	504	316
KIF22	14	2505	637	74	1794	48
MAZ	6	2333	39	929	1365	155
PRRT2	4	2567	301	1243	1023	11
AC009133.23	6	2252	128	1044	1080	79
PAGR1	3	1702	574	363	765	200
CTD-2574D22.6	3	556	0	302	254	200
MVP	15	2925	193	50	2682	228
CDIPT	7	1532	86	804	642	146
ASPHD1	4	1115	626	159	330	110
KCTD13	6	2528	1002	536	990	237
TMEM219	6	1024	167	134	723	138
TAOK2	19	4246	403	693	3150	522
HIRIP3	7	3388	831	886	1671	164
INO80E	7	2103	1017	351	735	222
DOC2A	12	2065	192	670	1203	146
C16orf92	4	895	21	475	399	22
FAM57B	5	1481	50	756	675	285
ALDOA	16	2447	982	208	1257	96
PPP4C	9	1407	168	315	924	130
TBX6	9	1803	60	432	1311	214
YPEL3	5	935	214	361	360	90
GDPD3	10	1397	378	62	957	138
MAPK3	9	1861	85	636	1140	123
CORO1A	12	1622	236	0	1386	105
BOLA2B	3	1012	513	40	459	100
SLX1A	6	1091	168	95	828	30
SULT1A3	8	1097	101	108	888	113
RP11-347C12.3	5	1693	119	254	1320	117
RP11-347C12.1	8	3584	75	92	3417	2775
CD2BP2	7	3421	176	2219	1026	111
TBC1D10B	9	3350	81	842	2427	630
MYLPF	7	682	81	91	510	105
SEPT1	12	1592	46	301	1245	87
ZNF48	3	3339	482	1000	1857	1778
DCTPP1	3	1222	95	614	513	301
SEPHS2	1	2551	454	750	1347	1801
ITGAL	31	5213	180	1520	3513	174
ZNF768	2	2315	176	516	1623	1535
AC002310.11	4	1515	173	349	993	650
ZNF747	3	1511	325	193	993	650
ZNF764	3	2738	81	1430	1227	917
ZNF688	3	2506	1105	570	831	521
ZNF785	4	2867	158	1536	1173	884
ZNF689	3	3547	338	1706	1503	1184
PRR14	12	2198	311	129	1758	280
FBRS	18	5200	1088	1169	2943	577
SRCAP	34	11754	385	1676	9693	2685
RP11-2C24.9	31	11692	0	2530	9162	2685
TMEM265	3	995	330	338	327	162
PHKG2	11	1566	210	231	1125	42
CCDC189	9	1967	962	9	996	179
RNF40	20	5634	435	2193	3006	177
ZNF629	3	6087	208	3269	2610	2537
BCL7C	6	2409	358	1322	729	201
CTF1	3	1664	37	1021	606	462
ORAI3	3	1393	167	383	843	87
SETD1A	19	6903	686	1093	5124	174
HSD3B7	7	2172	93	969	1110	416
STX1B	10	4664	232	3565	867	81
STX4	12	1498	343	267	888	81
ZNF646	3	6892	289	1104	5499	122
PRSS53	11	2181	154	365	1662	20
RP11-196G11.1	5	725	227	0	498	31
VKORC1	4	1077	211	395	471	106
BCKDK	13	2164	623	302	1239	145
KAT8	12	1846	335	134	1377	65
PRSS8	6	1872	264	576	1032	327
PRSS36	15	2840	59	213	2568	279
FUS	15	5119	105	3433	1581	40
PYCARD	3	990	302	100	588	257
TRIM72	7	8500	284	6782	1434	575
PYDC1	2	813	331	212	270	601
ITGAX	31	3990	33	447	3510	29
ITGAD	30	3912	49	377	3486	114
COX6A2	3	440	103	43	294	84
ZNF843	3	3816	725	2209	882	200
ARMC5	8	3626	317	216	3093	811
TGFB1I1	11	1898	130	382	1386	267
SLC5A2	14	2271	19	233	2019	227
C16orf58	14	2471	6	1058	1407	98
AHSP	3	524	103	112	309	234
ZNF267	5	680	160	286	234	8
IGHV3OR16-9	1	288	0	0	288	288
TP53TG3D	2	2029	635	1019	375	13
TP53TG3	2	2031	635	1021	375	13
IGHV2OR16-5	2	358	0	0	358	312
IGHV3OR16-10	2	350	0	0	350	304
IGHV3OR16-8	2	349	0	0	349	303
TP53TG3C	2	2029	635	1019	375	13
TP53TG3E	2	2026	635	1016	375	13
TP53TG3B	2	2034	635	1024	375	13
TP53TG3F	2	2031	635	1021	375	13
IGHV3OR16-12	2	353	0	0	353	307
IGHV3OR16-13	2	353	0	0	353	307
RP11-812E19.9	2	349	0	0	349	303
SHCBP1	13	3461	267	1175	2019	326
ORC6	7	1628	60	809	759	128
MYLK3	13	6911	116	4335	2460	60
C16orf87	4	1585	262	858	465	119
DNAJA2	9	3122	216	1667	1239	192
NETO2	9	7481	385	5518	1578	581
LONP2	15	8199	93	5547	2559	222
N4BP1	7	7106	237	4178	2691	358
CBLN1	4	718	44	92	582	198
C16orf78	5	1068	117	153	798	148
CNEP1R1	7	2965	906	1630	429	42
ADCY7	26	6213	340	2630	3243	147
SNX20	5	557	26	72	459	87
CYLD	20	5371	391	2109	2871	185
SALL1	3	5253	432	1137	3684	441
TOX3	8	3124	188	1220	1716	744
RP11-467J12.4	3	1687	273	1255	159	264
AKTIP	11	2133	218	1033	882	111
IRX3	4	2601	713	382	1506	55
IRX5	4	881	0	440	441	24
IRX6	6	3128	1332	455	1341	8
CAPNS2	1	1016	85	184	747	832
CES1	14	2006	103	196	1707	184
CES5A	14	2258	146	297	1815	232
AMFR	14	3600	211	1457	1932	148
NUDT21	7	4436	173	3579	684	22
OGFOD1	13	4647	123	2895	1629	162
MT4	3	294	80	25	189	92
MT3	4	514	46	126	342	110
MT2A	3	786	457	143	186	92
MT1E	3	704	377	141	186	92
MT1M	3	829	499	144	186	92
MT1A	3	396	73	137	186	92
MT1B	3	380	55	139	186	92
MT1F	3	690	365	139	186	92
MT1G	3	406	72	148	186	92
MT1H	3	397	71	140	186	92
RP11-249C24.12	3	242	58	43	141	69
MT1X	3	450	117	147	186	92
HERPUD1	8	2946	197	1573	1176	165
CETP	16	1791	130	179	1482	75
FAM192A	8	1055	279	11	765	218
RSPRY1	15	3547	316	1500	1731	97
ARL2BP	6	2130	270	1368	492	102
CCL22	3	2929	45	2602	282	85
CX3CL1	3	3321	111	2016	1194	1003
CIAPIN1	9	2182	242	1001	939	111
COQ9	9	1677	69	651	957	36
POLR2C	9	2057	338	891	828	145
DOK4	9	2772	372	1419	981	119
CCDC102A	9	2463	247	563	1653	130
ADGRG5	12	3557	319	1651	1587	101
ADGRG1	15	3852	348	1440	2064	131
DRC7	19	3041	221	195	2625	94
KATNB1	20	2664	392	304	1968	133
TEPP	8	1079	37	145	897	31
ZNF319	2	4221	623	1849	1749	2006
USB1	7	1135	193	297	645	105
MMP15	10	4250	785	1455	2010	440
CFAP20	6	1354	335	437	582	6
CCDC113	9	5272	79	4059	1134	87
PRSS54	7	1799	384	227	1188	534
GINS3	4	1728	208	752	768	231
NDRG4	16	3324	156	2052	1116	155
SETD6	9	2042	59	633	1350	306
AC010287.1	1	599	76	160	363	439
SLC38A7	12	4392	727	2276	1389	103
RP11-457D20.2	1	1026	0	0	1026	1026
CDH5	12	4120	148	1617	2355	518
RP11-403P17.5	6	701	0	481	220	72
TK2	10	5114	351	3965	798	99
CKLF	4	669	149	61	459	126
CKLF-CMTM1	4	395	37	79	279	6
CMTM1	4	765	121	134	510	171
CMTM3	6	2330	526	1255	549	29
CMTM4	5	3414	182	2527	705	82
DYNC1LI2	13	4515	207	2829	1479	101
TERB1	19	2446	262	0	2184	188
NAE1	21	1909	193	129	1587	110
PDP2	2	7146	334	5222	1590	1644
CDH16	18	2821	127	270	2424	98
RRAD	5	1476	152	397	927	278
FAM96B	5	676	36	148	492	98
CES2	12	3868	1000	1044	1824	187
CES3	13	3834	71	2047	1716	196
CES4A	12	2284	184	693	1407	92
CBFB	6	584	256	79	249	23
C16orf70	17	1353	84	0	1269	87
B3GNT9	2	2917	536	1172	1209	1395
TRADD	5	1877	469	469	939	311
FBXL8	4	1460	147	188	1125	973
RP11-5A19.5	3	1473	0	1360	113	113
HSF4	13	1515	0	36	1479	155
NOL3	6	1592	348	431	813	8
KIAA0895L	8	3500	887	1386	1227	74
EXOC3L1	14	2510	241	28	2241	211
E2F4	10	2096	59	795	1242	116
ELMO3	20	2531	57	152	2322	213
LRRC29	7	1468	425	371	672	169
TMEM208	6	793	106	165	522	138
SLC9A5	16	3736	65	980	2691	473
PLEKHG4	22	4455	208	671	3576	6
KCTD19	16	2958	56	121	2781	114
TPPP3	5	1116	236	349	531	189
ZDHHC1	11	2047	342	247	1458	228
HSD11B2	5	1900	132	550	1218	416
ATP6V0D1	9	1554	255	474	825	162
AGRP	4	764	300	65	399	183
FAM65A	23	4260	220	323	3717	98
AC027682.1	22	3720	0	0	3720	98
CARMIL2	38	4687	328	51	4308	113
ACD	12	1483	12	94	1377	79
PARD6A	3	1171	93	127	951	755
ENKD1	7	1579	322	216	1041	161
C16orf86	4	1267	155	158	954	401
GFOD2	3	1991	264	1460	267	63
TSNAXIP1	16	2258	45	74	2139	241
CENPT	16	2345	549	110	1686	124
THAP11	1	2114	473	696	945	1418
NUTF2	5	2321	283	1654	384	114
EDC4	29	4800	239	355	4206	193
NRN1L	3	710	99	113	498	286
CTRL	7	1721	562	364	795	162
CTC-479C5.12	5	573	0	340	233	173
PSMB10	8	1218	338	58	822	112
LCAT	6	1507	30	154	1323	575
SLC12A4	24	4765	141	1366	3258	92
DPEP3	10	2018	374	102	1542	237
DPEP2	11	1697	124	112	1461	255
CTC-479C5.6	2	1185	141	672	372	305
DDX28	1	2169	240	306	1623	1863
ESRP2	15	3386	87	1115	2184	90
PLA2G15	6	2727	83	1405	1239	512
SLC7A6OS	5	4189	19	3240	930	131
PRMT7	19	4238	830	1329	2079	171
HAS3	4	2170	224	284	1662	924
CHTF8	5	766	119	419	228	87
UTP4	17	2322	177	84	2061	117
RP11-343C2.11	10	1284	0	0	1284	141
VPS4A	11	4100	156	2630	1314	102
PDF	2	1158	25	401	732	158
NIP7	5	2402	400	1459	543	120
TMED6	4	938	56	159	723	234
TERF2	10	2983	17	1337	1629	159
CYB5B	5	4358	171	3746	441	91
NQO1	6	891	67	14	810	198
NOB1	9	1734	30	465	1239	270
CLEC18A	13	2215	138	736	1341	38
AC009022.1	1	375	0	0	375	375
CLEC18C	13	2215	138	736	1341	38
AC009060.1	1	381	0	0	381	381
AC009060.2	1	381	0	0	381	381
EXOSC6	1	5153	30	4304	819	849
DDX19B	12	1765	69	241	1455	62
RP11-529K1.3	12	2110	74	596	1440	62
DDX19A	12	2997	163	1397	1437	62
FUK	24	4081	232	594	3255	102
SF3B3	26	9720	211	5855	3654	141
MTSS1L	15	4992	275	2473	2244	773
CMTR2	3	4869	337	2219	2313	2332
CALB2	11	1466	77	573	816	117
ZNF23	7	2799	245	2302	252	110
AC010547.9	12	3677	503	2889	285	11
ZNF19	6	3220	256	1587	1377	1103
CHST4	3	2412	343	908	1161	1179
TAT	12	3983	134	2484	1365	141
MARVELD3	3	1351	46	858	447	15
AP1G1	26	4554	910	1175	2469	102
ATXN1L	3	7886	293	5523	2070	2187
ZNF821	8	2000	423	338	1239	655
IST1	12	1500	322	77	1101	200
DHODH	9	4824	177	3465	1182	55
HP	8	1482	27	126	1329	779
HPR	6	634	27	253	354	38
DHX38	27	4608	509	415	3684	85
PMFBP1	21	3527	262	241	3024	17
AC004158.1	1	375	0	0	375	375
PSMD7	7	1670	140	555	975	445
NPIPB15	7	1428	96	0	1332	690
CLEC18B	13	2321	244	736	1341	38
RFWD3	14	3033	209	499	2325	144
MLKL	11	2523	464	643	1416	35
FA2H	7	2424	70	1235	1119	80
LDHD	11	2067	47	496	1524	166
ZFP1	4	1457	195	38	1224	1082
CTRB2	7	901	44	65	792	162
CTRB1	7	858	8	58	792	162
RP11-77K12.1	4	530	106	0	424	71
TMEM170A	4	734	78	356	300	131
CHST6	4	2093	692	213	1188	1204
RP11-77K12.7	5	2125	0	1952	173	14
CHST5	3	3245	1395	614	1236	2492
TMEM231	7	4278	77	3250	951	181
GABARAPL2	4	1002	136	512	354	91
ADAT1	11	1869	146	214	1509	133
TERF2IP	3	2118	97	821	1200	405
CLEC3A	3	1971	85	1265	621	395
MAF	2	1217	0	65	1152	34
DYNLRB2	4	492	31	83	378	44
CENPN	11	2481	790	671	1020	83
ATMIN	4	4884	24	2388	2472	1810
C16orf46	4	1857	116	574	1167	24
GCSH	5	1552	125	905	522	98
AC092718.1	7	921	0	0	921	66
GAN	11	15244	162	13288	1794	182
SDR42E1	3	11566	128	10256	1182	1114
MPHOSPH6	5	1103	51	569	483	133
HSBP1	4	8784	234	8319	231	119
MLYCD	5	13038	19	11537	1482	534
RP11-505K9.4	4	723	0	197	526	121
OSGIN1	7	2391	383	325	1683	946
NECAB2	13	1608	17	430	1161	29
MBTPS1	23	4338	496	683	3159	197
HSDL1	7	1493	158	507	828	99
TAF1C	15	3678	261	1089	2328	911
ADAD2	11	2283	93	192	1998	105
KCNG4	3	5179	69	3550	1560	804
WFDC1	7	1534	326	545	663	59
TLDC1	8	5046	183	3492	1371	114
COTL1	4	1843	163	1251	429	111
KLHL36	5	2173	141	181	1851	556
USP10	15	2717	196	112	2409	188
CRISPLD2	15	4586	224	2868	1494	55
ZDHHC7	9	1488	320	130	1038	177
FAM92B	9	1898	156	827	915	162
GSE1	16	7495	176	3665	3654	135
GINS2	5	2673	101	2014	558	126
EMC8	5	1962	245	1084	633	160
COX4I1	5	794	71	303	420	47
IRF8	9	3030	422	1327	1281	177
FOXF1	2	3516	43	2333	1140	161
MTHFSD	9	2451	610	1178	663	471
FOXC2	1	2478	85	887	1506	1591
FOXL1	1	3655	218	2399	1038	1256
C16orf95	7	1031	138	173	720	19
RP11-178L8.4	5	953	0	240	713	147
FBXO31	9	5934	13	4301	1620	223
MAP1LC3B	4	2688	628	1682	378	175
KLHDC4	12	1886	59	264	1563	116
SLC7A5	10	3983	310	2947	726	56
CA5A	7	7567	66	6583	918	144
BANP	14	2368	152	656	1560	72
ZNF469	2	13203	0	1425	11778	8599
IL17C	3	1044	49	401	594	259
CYBA	6	797	139	70	588	219
MVD	10	1823	30	590	1203	81
SNAI3	3	1732	87	766	879	182
AC138028.1	2	72	0	0	72	29
RNF166	6	1883	96	1073	714	66
CTU2	15	1751	68	135	1548	70
CDT1	10	3240	619	980	1641	164
APRT	5	947	45	359	543	143
GALNS	14	2363	89	705	1569	87
AC092384.1	2	48	0	0	48	18
TRAPPC2L	6	1060	424	456	180	49
PABPN1L	7	1272	12	423	837	40
CBFA2T3	12	4477	397	2118	1962	300
CDH15	14	2847	65	337	2445	294
SLC22A31	10	1909	0	238	1671	307
ZNF778	7	3608	339	995	2274	1869
RPL13	7	1455	50	910	495	159
CPNE7	17	2657	130	625	1902	138
DPEP1	11	1647	203	208	1236	171
SPATA33	3	2190	0	1770	420	212
CDK10	13	1798	43	672	1083	98
SPATA2L	4	1001	79	463	459	45
VPS9D1	15	2748	125	727	1896	94
ZNF276	11	4589	312	2657	1620	271
SPIRE2	15	3235	43	1047	2145	223
TCF25	19	2377	787	168	1422	137
RP11-566K11.2	5	2776	94	288	2394	1076
TUBB3	4	1978	554	287	1137	1076
DEF8	14	3883	431	2096	1356	103
CENPBD1	1	2744	612	1568	564	1176
DBNDD1	4	2081	74	1470	537	158
GAS8	11	3185	122	1626	1437	150
PRDM7	10	2008	20	509	1479	246
HELZ	33	13810	167	7814	5829	335
CCDC144A	18	5830	76	1470	4284	33
RP11-219A15.1	26	8802	140	4384	4278	137
ASIC2	10	3179	762	878	1539	102
TTC25	12	2255	68	168	2019	491
RAD51C	9	2591	71	1389	1131	105
TMEM94	32	5213	394	748	4071	73
ABR	23	5289	147	2562	2580	90
SMG6	19	5960	51	1649	4260	131
ANKFY1	25	7418	36	3872	3510	133
ACAP1	22	2512	206	83	2223	101
STX8	8	1246	428	107	711	68
SHISA6	6	7575	160	5759	1656	551
SREBF1	20	4253	170	549	3534	230
PRPSAP2	12	1910	283	517	1110	159
AKAP10	15	4072	158	1925	1989	6
CPD	21	9394	76	5175	4143	227
RAB11FIP4	15	8628	229	6485	1914	117
MYO1D	24	5451	544	2150	2757	157
TMEM132E	10	4369	328	1086	2955	1056
AP2B1	22	3267	138	387	2742	75
PIP4K2B	10	5734	481	4002	1251	81
IKZF3	9	9787	929	8069	789	704
RUNDC1	5	3828	12	1974	1842	866
LSM12	6	2484	323	1573	588	93
NMT1	13	4999	131	3377	1491	21
KANSL1	16	5080	257	1508	3315	228
CDC27	19	5801	94	3232	2475	83
SKAP1	13	1534	70	384	1080	102
MSI2	14	1714	135	604	975	42
VMP1	12	2712	310	1181	1221	144
BCAS3	26	3673	68	818	2787	37
INTS2	25	5805	0	2190	3615	170
SCN4A	24	7805	77	2217	5511	1223
GNA13	4	4922	246	3542	1134	573
CEP112	27	3392	91	433	2868	4
ABCA10	40	6362	910	820	4632	99
SDK2	45	10723	1	4203	6519	354
CYGB	4	788	366	44	378	34
RPTOR	34	6408	362	2038	4008	69
TBCD	40	3975	36	246	3693	15
ZNF750	3	3713	834	707	2172	736
RPH3AL	10	2606	308	1350	948	72
VPS53	22	13106	147	10460	2499	171
MRM3	4	1809	106	440	1263	536
NXN	8	3036	92	1636	1308	183
CRK	3	3675	106	2954	615	8
SLC43A2	15	3261	307	1232	1722	162
TLCD2	4	5971	196	4980	795	453
RPA1	17	4340	110	2379	1851	105
RTN4RL1	2	3625	480	1819	1326	1313
SGSM2	24	4863	177	1530	3156	89
METTL16	10	5711	128	3894	1689	627
PAFAH1B1	11	5497	451	3813	1233	74
RAP1GAP2	26	3175	13	846	2316	9
TRPV3	18	3235	132	727	2376	98
P2RX5-TAX1BP3	15	5905	189	4417	1299	40
ITGAE	31	3858	99	219	3540	96
ATP2A3	23	4182	128	964	3090	9
ZZEF1	55	11456	125	2445	8886	81
UBE2G1	7	1514	640	574	300	87
SPNS3	12	2133	280	314	1539	89
SMTNL2	8	1919	133	832	954	127
ARRB2	15	1895	233	432	1230	94
MINK1	32	4961	196	766	3999	84
CAMTA2	23	4589	154	709	3726	114
